College,Department,Code,Name,Credits,Tags,Prerequisites
Central,GED,060,Basic Ged Preparation 6,9.0,,
Central,GED,060,Ged 6,10.0,,
Central,GED,061,Ged 6 Math,8.0,,
Central,GED,062,Ged 6 Comm,10.0,,
Central,GEOG&,100,Intro to Geography,5.0,"CCN,ICS",ENGL&101
Central,GEOL&,101,Physical Geology,5.0,"CCN,NWLab",
Central,HDC,101,Orientation to College,2.0,,
Central,HDC,114,Listen/Lec Note Taking,1.0,,
Central,HDC,190,Women in Society,2.0,,
Central,HEA,125,Health and Wellness,5.0,NW,
Central,HEA,225,Global Health,5.0,"NW,GS,IS",
Central,HEA,226,Advanced Global Health,2.0,,
Central,HEA,299,Hea/Ntr Indep Study,5.0,,
Central,HIST,131,Asian-American History,5.0,"ICS,US",
Central,HIST,150,Hist. Amer. Minorities,5.0,"ICS,US",
Central,HIST,269,History of the Holocost,5.0,"ICS,GS",
Central,HIST,298,Special Topics - History,5.0,,
Central,HIST,298,Special Topics/History,5.0,,
Central,HIST&,126,World Civilizations I,5.0,"CCN,HY,ICS,GS",
Central,HIST&,127,World Civilizations,5.0,"CCN,ICS,GS",
Central,HIST&,128,World Civilizations Iii,5.0,"CCN,eL,ICS,GS",
Central,HIST&,136,Us History 1,5.0,"CCN,ICS,US",
Central,HIST&,137,Us History 2,5.0,"CCN,ICS,US",
Central,HIST&,214,Pacific Nw History,5.0,"CCN,HY,ICS,US",
Central,HOS,101,Customer Svc Practicum 1,1.0,,
Central,HOS,101,Customer Svc Practicum I,1.0,,
Central,HOS,102,Custmr Svc Practicum Ii,1.0,,
Central,HOS,102,Customer Svs Practicum 2,1.0,,
Central,HOS,103,Cstmr Svc Practicum Iii,1.0,,
Central,HOS,103,Cust Svc Practicum Iii,1.0,,
Central,HOS,104,Cstmr Svc Practicum Iv,1.0,,
Central,HOS,104,Cust Service Practicum 4,1.0,,
Central,HOS,105,Customer Svc for Sd & B,1.0,,
Central,HOS,105,Customer Svc for Sd&b,1.0,,
Central,HOS,108,Dining Rm Kitchen Mgmt,4.0,,
Central,HOS,108,Dining Room/Kitchen Mgmt,4.0,,
Central,HOS,110,Principles of Sanitation,3.0,HY,
Central,HOS,111,Dining Room Theory,1.0,,
Central,HOS,111,Intro to Cust Svc Theory,1.0,,
Central,HOS,112,Ms Excel,1.0,,
Central,HOS,122,Purchasing & Inventory,1.0,,
Central,HOS,122,Purchasing/Inventory:th,1.0,,
Central,HOS,123,Food Cost Princ.& Applic,1.0,,
Central,HOS,123,Food Costing Principles,1.0,,
Central,HOS,124,Computerized Menu Plann,2.0,,OF3
Central,HOS,124,Computerized Menu Planng,2.0,,OF3
Central,HOS,201,Functions of Management,2.0,,
Central,HSC,041,Fine Arts Portfolio,5.0,,
Central,HSC,042,Health Portfolio,5.0,,
Central,HSC,043,Language Arts,5.0,,
Central,HSC,043,Language Arts Portfolio,4.0,,
Central,HSC,043,Language Portfolio,5.0,,
Central,HSC,044,Lab Science,5.0,,
Central,HSC,044,Lab Science Portfolio,4.0,,
Central,HSC,045,Pe Portfolio,5.0,,
Central,HSC,045,Physical Edu Portfolio,4.0,,
Central,HSC,046,Math Portfolio,5.0,,
Central,HSC,047,Wa History,5.0,,
Central,HSC,047,Wa History Portfolio,5.0,,
Central,HSC,047,Wa State History,4.0,,
Central,HSC,048,Occ Ed Portfolio,5.0,,
Central,HSC,048,Pa Occ Ed Port,5.0,,
Central,HSC,055,Science Portfolio,5.0,,
Central,HSC,082,Hsc Spec Top:us Hist,5.0,,
Central,HSC,082,Hsc Special Topics,5.0,,
Central,HSM,301,Prin Health Svc Manag,5.0,HY,
Central,HSM,451,Hlth Outcomes Qlty Mgmt,5.0,HY,"ENGL&102,HSM301,MATH&146"
Central,HSM,479,Hsm Capstone,5.0,HY,
Central,HUM,104,Visual Thinking and Comm,5.0,VLPA,ENGL098
Central,HUM,105,Intercultural Communic,5.0,"VLPA,COM,US,IS",
Central,HUM,105,Interculture Communicati,5.0,"HY,VLPA,COM,US,IS",
Central,HUM,105,Is/S Intercultural Comm,5.0,"VLPA,COM,US,IS",
Central,HUM,110,Intro to American Film,5.0,VLPA,
Central,HUM,110,Intro to Film,5.0,VLPA,
Central,HUM,125,Hip-Hop Theory & Culture,5.0,"eL,VLPA,US,IS",
Central,HUM,145,Film Genres (Sci-Fi),5.0,VLPA,
Central,HUM,200,Reading the Media,5.0,"VLPA,COM,US",ENGL&101
Central,HUM,210,Lgbtq Studies,5.0,"VLPA,US",ENGL&101
Central,HUM,294,Independent Hum Projects,5.0,,
Central,HUM,294,Independent Projects Hum,5.0,,
Central,HUM,299,Sp Problems in Humanitie,5.0,,
Central,HUM,299,Special Problems,5.0,,
Central,HUM,299,Special Problems - Hum,5.0,,
Central,INFO,101,Information Resources,3.0,"HY,LC",
Central,ITC,102,Information Cmpt Concpts,3.0,,
Central,ITC,102,Intro Inform Sys Concept,3.0,,
Central,ITC,110,Program Design & Develop,5.0,,BTM111
Central,ITC,110,Programming Fundamentals,5.0,,BTM111
Central,ITC,115,Object Oriented Programg,5.0,,
Central,ITC,134,Operating Systems,5.0,,
Central,ITC,136,Unix Operating System,5.0,,
Central,ITC,136,Unix Operating Systems,5.0,,
Central,ITC,140,Intro to Computer Hardwr,5.0,,ITC102
Central,ITC,151,Intro Network Security,5.0,,NET120
Central,ITC,155,Data Structures,5.0,,ITC115
Central,ITC,162,Intro to Mobil Developmt,5.0,,
Central,ITC,172,.Net Web Programming,5.0,,
Central,ITC,205,Career Strategies Xx Tem,2.0,,
Central,ITC,210,Adv Web Development,5.0,,ITC280
Central,ITC,210,Advanced Web Development,5.0,,ITC280
Central,ITC,220,Database Dev for Program,5.0,,
Central,ITC,220,Database Development,5.0,,
Central,ITC,222,Sql,5.0,,ITC220
Central,ITC,224,Database Programming,5.0,,"ITC220,ITC222"
Central,ITC,226,Database Administration,5.0,,ITC222
Central,ITC,230,Adavanced Javascript,5.0,,WEB150
Central,ITC,230,Advanced Javascript,5.0,,WEB150
Central,ITC,240,Web Apps 1,5.0,,
Central,ITC,250,Web App Programming 2s,5.0,,ITC240
Central,ITC,250,Web Apps 2,5.0,,ITC240
Central,ITC,255,Systems Analysis/Design,5.0,,
Central,ITC,260,Web App Programming 3,5.0,,ITC250
Central,ITC,260,Web Apps 3,5.0,,ITC250
Central,ITC,285,Capstone Project Class,5.0,,
Central,ITC,298,Spc Top:mobile App Dev,5.0,,
Central,ITC,299,Ind Study,5.0,,
Central,ITC,299,Ind Study:cmptr Info Sys,5.0,,
Central,JAPN&,121,Japanese I,5.0,"CCN,VLPA",
Central,JAPN&,122,Japanese Ii,5.0,"CCN,VLPA",
Central,JAPN&,123,Japanese Iii,5.0,"CCN,VLPA",JAPN&122
Central,LAN,101,Intro to Linguistics,5.0,"eL,VLPA",
Central,LCS,090,Learning Center Seattle,15.0,,
Central,MATH,080,Preparatory Mathematics,5.0,HY,
Central,MATH,081,Basic Math Skills,5.0,,
Central,MATH,087,Foundations of Algebra,5.0,,
Central,MATH,087,Foundations of Algebra 1,5.0,,
Central,MATH,087,Foundations of Algebra I,5.0,,
Central,MATH,088,Algebra in Context,5.0,,"MATH084,OR096"
Central,MATH,091,Descr. Stats W Algebra 1,5.0,,
Central,MATH,096,Foundations Algebra Ii,2.0,,"MATH084,OR088"
Central,MATH,098,Intermediate Algebra,5.0,,
Central,MATH,110,Appl Math For:culinary,3.0,,
Central,MATH,110,Applied Math Culinary,3.0,,
Central,MATH,110,Applied Math Technicians,3.0,,
Central,MATH,116,Q-Appl Math to Mgt Life,5.0,"QSR,NW,LC",
Central,MATH,119,Math Behind Info Tech,3.0,,MATH085
Central,MATH,136,Inferential Statistics,5.0,"QSR,NW",
Central,MATH,220,Linear Algebra,5.0,QSR,
Central,MATH,220,Q-Linear Algebra,5.0,QSR,
Central,MATH,224,Q-Vector Calculus,5.0,"QSR,NW",
Central,MATH,238,Q-Differential Equations,5.0,"QSR,NW",
Central,MATH,299,Independent Study,1.0,,
Central,MATH&,107,Math in Society,5.0,"CCN,eL,QSR,NW",
Central,MATH&,141,Q-Precalc 1: Functions,5.0,"CCN,QSR,NW",
Central,MATH&,141,Q-Precalc I: Functions,5.0,"CCN,QSR,NW",
Central,MATH&,142,Q-Precalc Ii: Trig,5.0,"CCN,QSR,NW",
Central,MATH&,142,Q-Precalculus Ii: Trig,5.0,"CCN,QSR,NW",
Central,MATH&,146,Introduction to Stats,5.0,"CCN,HY,QSR,NW",
Central,MATH&,146,Q-Statistics,5.0,"CCN,QSR,NW",
Central,MATH&,148,Elem. Of Business Calc.,5.0,"CCN,QSR,NW",
Central,MATH&,151,Q-Calc I: Differential,5.0,"CCN,QSR,NW",
Central,MATH&,152,Q-Calc Ii: Integral,5.0,"CCN,QSR,NW",
Central,MATH&,152,Q-Calculus Ii,5.0,"CCN,QSR,NW",
Central,MATH&,163,Calculus 3,5.0,"CCN,QSR,NW",
Central,MATH&,163,Calculus Iii,5.0,"CCN,QSR,NW",
Central,MATH&,163,Q-Calculus Iii,5.0,"CCN,QSR,NW",
Central,MEY,100,Meteorology,5.0,"eL,NW",
Central,MGO,101,Prin of Marine Mechanics,2.0,,
Central,MGO,103,Survival Craft,3.0,,
Central,MGO,105,Leadership & Management,3.0,,
Central,MGO,111,Seamanship,3.0,,
Central,MGO,112,Marlinspike,2.0,,
Central,MGO,113,Marine Safety,3.0,,
Central,MGO,119,Marine Math,3.0,,
Central,MGO,120,Vessel Maintenance,2.0,,
Central,MGO,124,Basic Vessel Handling,2.0,,
Central,MGO,166,Navigation Practicum,6.0,,"MGO123,MGO133,MGO137,MGO140"
Central,MGO,177,Adv. Engineering Practic,6.0,,MGO147
Central,MGO,200,At Sea Internship,4.0,,
Central,MIC,102,Ms Excel,1.0,,
Central,MRT,101,Intro to Composites,14.0,,WCO110
Central,MRT,102,Intro to Marine Electric,4.0,,"GPA2,WCO110"
Central,MRT,103,Wood Boat Joinery/Repair,10.0,,"GPA2,MRT101,MRT102"
Central,MRT,104,Marine Mechanics,8.0,,"GPA2,MRT101,MRT102"
Central,MRT,105,Advanced Composites,14.0,,"MINIMUM2,MRT103,MRT104"
Central,MRT,106,Marine Electrical Ii,4.0,,"MINIMUM2,MRT103,MRT104"
Central,MRT,108,Advanced Wooden Boat,18.0,,"MRT105,MRT106"
Central,MTS,201,Naval Architecture,2.0,,
Central,MTS,210,Marine Meteorology,2.0,,
Central,MTS,212,Aux. Machinery & Shp Des,4.0,,
Central,MTS,217,Diesel Engine Maintenane,4.0,,
Central,MTS,221,Applied Marine Electric,4.0,,MGO127
Central,MTS,223,Adv Piloting & Navigatin,3.0,,MGO123
Central,MTS,228,Marine Hydraulics,5.0,,
Central,MTS,257,Adv. Diesel Engines,4.0,,MTS217
Central,MTS,284,Shipboard Pollution Prev,2.0,,
Central,MTS,294,License Seminar,2.0,,
Central,MUSC,110,Intro to World Music,5.0,"eL,VLPA,GS",
Central,MUSC,113,Music in the U.S.,5.0,"VLPA,US",
Central,MUSC,116,Rock Music-His. & Perspe,5.0,"eL,VLPA,US,IS",
Central,MUSC,116,Rock Music-History,5.0,"eL,VLPA,US,IS",
Central,MUSC,119,Beg. Group Voice,2.0,VLPA Studio,
Central,MUSC,119,Group Voice,2.0,VLPA Studio,
Central,MUSC,120,Int Group Voice,2.0,VLPA Studio,MUSC119
Central,MUSC,120,Intermediate Group Voice,2.0,VLPA Studio,MUSC119
Central,MUSC,126,Beg Group Piano,2.0,VLPA Studio,
Central,MUSC,126,Beginning Group Piano,2.0,VLPA Studio,
Central,MUSC,127,Int Group Piano I,2.0,VLPA Studio,MUSC126
Central,MUSC,127,Int Group Piano-I,2.0,VLPA Studio,MUSC126
Central,MUSC,127,Intermediate Piano I,2.0,VLPA Studio,MUSC126
Central,MUSC,128,Int Group Piano Ii,2.0,VLPA Studio,MUSC127
Central,MUSC,128,Intermediate Piano Ii,2.0,VLPA Studio,MUSC127
Central,MUSC,130,Indiv Instr: Voice,2.0,VLPA Studio,
Central,MUSC,130,Individual Voice Instruc,2.0,VLPA Studio,
Central,MUSC,130,Individual: Voice,2.0,VLPA Studio,
Central,MUSC,134,Ind Inst:woodwinds,2.0,VLPA Studio,
Central,MUSC,134,Indiv Instr: Woodwinds,2.0,VLPA Studio,
Central,MUSC,134,Individual: Woodwinds,2.0,VLPA Studio,
Central,MUSC,135,Ind Inst Percuss,2.0,VLPA Studio,
Central,MUSC,135,Indiv Instr: Percussion,2.0,VLPA Studio,
Central,MUSC,135,Individual: Percussion,2.0,VLPA Studio,
Central,MUSC,136,IND.INST: Composition,2.0,VLPA Studio,
Central,MUSC,136,Indiv Instr: Composition,2.0,VLPA Studio,
Central,MUSC,136,Individual: Composition,2.0,VLPA Studio,
Central,MUSC,138,Indiv Instr: Guitar,2.0,VLPA Studio,
Central,MUSC,138,Individual Inst: Guitar,2.0,VLPA Studio,
Central,MUSC,138,Individual: Guitar,2.0,VLPA Studio,
Central,MUSC,146,Central Jazz Ensemble,5.0,VLPA Studio,
Central,MUSC,146,Jazz Ensemble I,5.0,VLPA Studio,
Central,MUSC,147,Central Jazz Ensemble,5.0,VLPA Studio,
Central,MUSC,147,Jazz Ensemble Ii,5.0,VLPA Studio,
Central,MUSC,148,Central Jazz Ensemble,5.0,VLPA Studio,
Central,MUSC,148,Jazz Ensemble Iii,5.0,VLPA Studio,
Central,MUSC,151,Performance Experience,2.0,VLPA Studio,
Central,MUSC,161,Is/American Popular Musc,5.0,"VLPA,US,IS",
Central,MUSC,171,Indiv Instr: Piano,2.0,VLPA Studio,
Central,MUSC,171,Indiv Instruction Piano,2.0,VLPA Studio,
Central,MUSC,171,Individual: Piano,2.0,VLPA Studio,
Central,MUSC,173,Indiv Instr: Brass,2.0,VLPA Studio,
Central,MUSC,173,Individual Inst: Brass,2.0,VLPA Studio,
Central,MUSC,173,Individual: Brass,2.0,VLPA Studio,
Central,MUSC,185,Computer Music Recording,5.0,VLPA,
Central,MUSC,185,Computer Music/Recording,5.0,VLPA,
Central,MUSC,186,Song Writing & Musc Prod,5.0,VLPA,MUSC185
Central,MUSC,204,History of Jazz,5.0,"eL,VLPA,US",
Central,MUSC,221,Advanced Group Piano I,2.0,VLPA Studio,MUSC128
Central,MUSC,221,Group Piano 4th Qtr,2.0,VLPA Studio,MUSC128
Central,MUSC,222,Adv Group Piano Ii,2.0,VLPA Studio,MUSC221
Central,MUSC,222,Advanced Group Piano,2.0,VLPA Studio,MUSC221
Central,MUSC,222,Advanced Group Piano Ii,2.0,VLPA Studio,MUSC221
Central,MUSC,223,Adv Group Piano Iii,2.0,VLPA Studio,MUSC222
Central,MUSC,223,Advanced Group Piano,2.0,VLPA Studio,MUSC222
Central,MUSC,223,Advanced Group Piano Iii,2.0,VLPA Studio,MUSC222
Central,MUSC,298,Practicum in Music,5.0,,
Central,MUSC,299,Practicum in Music,5.0,,
Central,MUSC&,105,Music Appreciation,5.0,"CCN,VLPA",
Central,MUSC&,141,Music Theory I,5.0,"CCN,VLPA",
Central,NET,120,Net Essentials-Comptia +,5.0,,
Central,NET,120,Network Communications I,5.0,,
Central,NET,120,Network Essentials,5.0,,
Central,NET,122,Network Operating Syst 1,5.0,,
Central,NET,124,Network Op Systems-Pt 2,5.0,,
Central,NET,126,Net Operating Systems 3,5.0,,
Central,NET,138,Unix for Network Admin,5.0,,
Central,NET,142,Network Mgt Cisco I,5.0,,
Central,NET,146,Network Manage. Cisco 3,5.0,,
Central,NET,200,Enterprise Applications,5.0,,
Central,NME,110,New Media,6.0,LC,
Central,NME,130,New Media,6.0,LC,
Central,NTI,300,Linux/Enterprise Scripti,5.0,HY,"ITC110,ITC136"
Central,NTI,320,App & Network Monitoring,5.0,,"NTI300,NTI310"
Central,NTI,340,Enterprise Routing Ccnp,5.0,HY,
Central,NTI,360,Entrp Trblshoot-Ccnp3,5.0,,
Central,NUR,113,Nursing Practice Iii,4.0,,
Central,NUR,207,Nursing V:med/Surgcl Nur,4.0,,
Central,NUR,208,Nursing Vi - Fam Nursing,6.0,,
Central,NUR,217,Nursing Practice V,5.0,,
Central,NUR,218,Nursing Practice Vi,3.0,,
Central,NUR,220,Health Prom/Managing Car,2.0,,
Central,NUR,230,Trans. To Prof Nursing,2.0,,
Central,NURS,101,Nur I: Fund of Nursing,4.0,LC,
Central,NURS,102,Med-Surg Nursing I,3.0,,
Central,NURS,103,Med-Surg Nursing Ii,3.0,,
Central,NURS,111,Skills Lab I,2.0,,
Central,NURS,112,Nursing Practice I,3.0,,
Central,NURS,113,Skills Lab Ii,1.0,,
Central,NURS,121,Nursing Practice,3.0,,
Central,NURS,123,Nursing Practice Ii,4.0,,
Central,NURS,132,Behavioral Health Nursin,3.0,,
Central,NURS,142,Behav. Health Practice,3.0,,
Central,NURS,204,Med-Surgical Nursing Iii,5.0,,
Central,NURS,214,Nursing Practice Iii,3.0,,
Central,NURS,224,Pediatric Nursing,3.0,,
Central,NURS,234,Pediatric Practice,1.0,,
Central,NUTR&,101,Human Nutrition,5.0,"CCN,HY,NW",
Central,OCEA,299,Ind Study-Oceanography,5.0,,OCE100
Central,OCEA&,100,Intro to Oceanography,5.0,"CCN,eL,NW",
Central,OCEA&,100,Survey of Oceanography,5.0,"CCN,eL,NW",
Central,OCEA&,101,Intro Oceanography W/Lab,5.0,"CCN,NWLab",
Central,OCEA&,101,Survey of Oceanography,5.0,"CCN,NWLab",
Central,OPH,187,Cooperative Work Exper,3.0,,
Central,OPH,188,Cooperative Work Exper,3.0,,
Central,OPH,189,Cooperative Work Exper,3.0,,
Central,OPH,205,Contact Lens Tech Iv,2.0,,
Central,OPH,215,Benchwork Equip & Tech,3.0,,
Central,OPH,225,Contact Lens Tech Iv E&t,1.0,eL,
Central,OPH,237,Ophth Bus Disp Iii,1.0,eL,
Central,OPH,247,Oph Bus E&t Iii (247),2.0,,
Central,OPH,290,Comprehensive,7.0,,
Central,PEC,136,Yoga,2.0,HY,
Central,PEC,150,Physical Fitness,2.0,HY,
Central,PEC,165,Body Conditioning,2.0,HY,
Central,PEC,172,Int Salsa & Latin Dance,2.0,,
Central,PEC,181,Wellness Management,3.0,HY,
Central,PHIL,102,Contemp Moral Problems,5.0,"ICS,IS",
Central,PHIL,131,Ethics&policy Healthcare,1.0,,
Central,PHIL,132,Eth & Policy Hcare Ii,2.0,,
Central,PHIL,215,Is-Intro to Ethics,5.0,"eL,ICS,IS",
Central,PHIL,298,IND.STUDY in Philosophy,5.0,,
Central,PHIL,298,Ind Study in Philosophy,5.0,,
Central,PHIL&,101,Intro to Philosophy,5.0,"CCN,ICS,IS",
Central,PHIL&,101,Is-Intro to Philosophy,5.0,"CCN,ICS,IS",
Central,PHIL&,120,Symbolic Logic,5.0,"CCN,QSR,NW","MATH088,MATH098"
Central,PHO,110,Survey of Photography,3.5,,
Central,PHO,111,Camera Techniques I,3.5,,
Central,PHO,121,Lighting Techniques I,3.5,,
Central,PHO,131,Audio Production,3.5,,
Central,PHO,256,Portfolio Iii,3.0,,
Central,PHO,266,New Media Workshop,3.0,,
Central,PHO,276,Portfolio Workshop,3.0,,
Central,PHO,286,Special Projects,3.0,,
Central,PHYS,298,Spec Top: Phys Independe,2.0,,
Central,PHYS,298,Special Topics: Physics,2.0,,
Central,PHYS,299,Phys& 222 Study Skills,1.0,,
Central,PHYS,299,Physics Study Skills,1.0,,
Central,PHYS&,100,Physics Non-Sci Majors,5.0,"CCN,NW",
Central,PHYS&,114,Q-General Physics I,5.0,"CCN,NWLab",
Central,PHYS&,116,Q-General Physics Iii,5.0,"CCN,NWLab",
Central,PHYS&,221,Engineering Physics I,5.0,"CCN,NWLab",
Central,PHYS&,221,Q-Engineering Physics I,5.0,"CCN,NWLab",
Central,PHYS&,222,Engineering Physics Ii,5.0,"CCN,NWLab,LC","MATH&152,PHYS&221"
Central,PHYS&,222,Q-Engineering Physics Ii,5.0,"CCN,NWLab","MATH&152,PHYS&221"
Central,PHYS&,223,Engineering Physics Iii,5.0,"CCN,NWLab",
Central,PHYS&,223,Q-Engineering Physicsiii,5.0,"CCN,NWLab",
Central,POLS,298,Ind. Study in Pol. Sci.,5.0,,
Central,POLS,298,Independent Study - Pol,5.0,,
Central,POLS&,101,Intro Political Science,5.0,"CCN,ICS",
Central,POLS&,202,American Government,5.0,"CCN,ICS",
Central,POLS&,203,International Relations,5.0,"CCN,ICS,GS,IS",
Central,POLS&,203,Is-Intern Relations,5.0,"CCN,HY,ICS,GS,IS",
Central,PSYC,120,Psy of Adjustment,3.0,"ICS,COM",
Central,PSYC,120,Psychology of Adjustment,3.0,"ICS,COM",
Central,PSYC,120,S-Psychology of Adjustme,3.0,"ICS,COM",
Central,PSYC,132,Psyoc Issues Hcare I,2.0,,
Central,PSYC,209,Fund Psych Research,5.0,ICS,
Central,PSYC,209,Fundamentals of Psyc Res,5.0,"HY,ICS",
Central,PSYC,222,Survey of Physiol. Psych,5.0,NW,ENGL101
Central,PSYC,230,Human Sexuality,5.0,"ICS,IS",
Central,PSYC,240,Psych of Human Relations,3.0,,
Central,PSYC,245,Social Psychology,5.0,"ICS,COM,US",
Central,PSYC,250,Psy of African American,5.0,"ICS,US,IS",
Central,PSYC,298,Ind. Study in Psychology,5.0,,
Central,PSYC,298,Individual Study - Psych,5.0,,
Central,PSYC,299,Special Problems - Psych,5.0,,
Central,PSYC&,100,General Psychology,5.0,"CCN,ICS",ENGLISH101
Central,PSYC&,200,Lifespan Psychology,5.0,"CCN,eL,ICS,COM,US",PSYC&100
Central,PSYC&,220,Abnormal Psychology,5.0,"CCN,ICS",
Central,RCP,330,Acute Care Clinical Ii,5.0,,
Central,RCP,338,Fund Mechanical Ventilat,4.0,,
Central,RCP,339,Mech Vent Eqp&t,1.0,,
Central,RCP,340,Adlt Critl Care Clinic I,4.0,,
Central,RCP,347,Cardiology for Resp Care,2.0,HY,
Central,RCP,348,Adv Mechanical Ventilati,2.0,HY,
Central,RCP,349,Adv Mech Vent Equip&tech,1.0,,
Central,RCP,450,Adult Crit Care Clin Ii,6.0,,
Central,RCP,451,Neo/Peds Patho,2.0,,
Central,RCP,455,Advanced Pharmacology,2.0,,
Central,RCP,458,Neo/Peds Rc,4.0,,
Central,RCP,459,Neo/Peds E & T,1.0,,
Central,RCP,460,Neo/Ped Clinical,6.0,,
Central,RCP,470,Adult Crit Care Clin Iii,6.0,,
Central,RCP,472,Adv Practitioner Exm Rvw,1.0,,
Central,RCP,476,Adv. Patient Assessment,3.0,,
Central,RCP,479,Rcp Capstone,4.0,HY,
Central,SHS,100,Intro to Human Services,5.0,,
Central,SHS,103,Social Welfare Policy,5.0,,
Central,SHS,106,Prin of Interview & Coun,5.0,,"ENGL&101,MINIMUM2,SHS100,SHS103"
Central,SHS,106,Prin/Interviewing&counse,5.0,,"ENGL&101,MINIMUM2,SHS100,SHS103"
Central,SHS,108,Grp Dynamcs & Counseling,5.0,,SHS100
Central,SHS,121,Intro to Care Navigation,5.0,,
Central,SHS,123,Adv Care Coord & Navigat,5.0,,
Central,SHS,125,Care Navig Older Adults,3.0,,"ENGL&101,MATH084,OR087,OR091"
Central,SHS,150,Hiv/Aids Bri,1.0,,"MATH084,OR087,OR091"
Central,SHS,197,Field P/Social & Hum Ser,3.0,,
Central,SHS,197,Field Placement: Shs,3.0,,
Central,SHS,198,Field P/Social & Hum Ser,3.0,,"OR6,SPRING17"
Central,SHS,198,Field Placement: Shs,3.0,,"OR6,SPRING17"
Central,SHS,199,Field P/Social & Hum Ser,4.0,,"OR6,SPRING17"
Central,SHS,199,Field Placement: Shs,4.0,,"OR6,SPRING17"
Central,SHS,209,Grief & Loss in Shs,5.0,,"ENGL&101,MAT087"
Central,SHS,210,Intro to Diversity in Hs,3.0,,"SHS100,SHS103"
Central,SHS,215,Adoles. Develop. & Treat,5.0,,"MATH084,OR087,OR091,SHS235"
Central,SHS,222,Conflict Management,3.0,,"ENGL&101,MATH084"
Central,SHS,230,Suicide Risk Assessment,3.0,,
Central,SHS,235,Intro to Chem Dependency,5.0,,"ENGL101,MATH087"
Central,SHS,235,Intro to Chem. Dependcy,5.0,,"ENGL101,MATH087"
Central,SHS,255,Co-Occuring Disorders:tr,5.0,,"ENGL&101,MATH084,OR087,OR091,SHS235"
Central,SHS,270,Ethics in Hs and Cd,5.0,,"ENG101,MATH87,SHS100"
Central,SHS,298,Spec Top:self Care,2.0,,
Central,SHS,298,Special Topics: Asam,1.0,,
Central,SHS,299,Indep Study or Research,5.0,,
Central,SLN,105,Service Lrn: Business,2.0,,
Central,SLN,106,Service Lrn: Business,2.0,,
Central,SLN,107,Service Lrn: Business,2.0,,
Central,SLN,108,Service Lrn: Business,2.0,,
Central,SLN,110,Service Lrn:communicatio,2.0,,
Central,SLN,111,Service Lrn:communicatio,2.0,,
Central,SLN,112,Service Lrn:communicatio,2.0,,
Central,SLN,113,Service Lrn:communicatio,2.0,,
Central,SLN,115,Service Lrn:english,2.0,,
Central,SLN,116,Service Lrn:english,2.0,,
Central,SLN,117,Service Lrn:english,2.0,,
Central,SLN,118,Service Lrn:english,2.0,,
Central,SLN,120,Service Lrn:health & Hum,2.0,,
Central,SLN,121,Service Lrn:health & Hum,2.0,,
Central,SLN,122,Service Lrn:health & Hum,2.0,,
Central,SLN,123,Service Lrn:health & Hum,2.0,,
Central,SLN,125,Service Lrn:hos/Cul Arts,2.0,,
Central,SLN,126,Service Lrn:hos/Cul Arts,2.0,,
Central,SLN,127,Service Lrn:hos/Cul Arts,2.0,,
Central,SLN,128,Service Lrn:hos/Cul Arts,2.0,,
Central,SLN,130,Service Lrn:humanities,2.0,,
Central,SLN,131,Service Lrn:humanities,2.0,,
Central,SLN,132,Service Lrn:humanities,2.0,,
Central,SLN,133,53800ce Lrn:humanities,2.0,,
Central,SLN,135,Service Lrn:internationa,2.0,,
Central,SLN,136,Service Lrn:internationa,2.0,,
Central,SLN,137,Service Lrn:internationa,2.0,,
Central,SLN,138,Service Lrn:internationa,2.0,,
Central,SLN,140,Service Lrn:lan & Cul,2.0,,
Central,SLN,141,Service Lrn:lan & Cul,2.0,,
Central,SLN,142,Service Lrn:lan & Cul,2.0,,
Central,SLN,143,Service Lrn:lan & Cul,2.0,,
Central,SLN,145,Service Lrn:math,2.0,,
Central,SLN,146,Service Lrn:math,2.0,,
Central,SLN,147,Service Lrn:math,2.0,,
Central,SLN,148,Service Lrn:math,2.0,,
Central,SLN,150,Service Lrn: Science,2.0,,
Central,SLN,151,Service Lrn:science,2.0,,
Central,SLN,152,Service Lrn:science,2.0,,
Central,SLN,153,Service Lrn:science,2.0,,
Central,SLN,155,Service Lrn:social Scien,2.0,,
Central,SLN,156,Service Lrn:social Scien,2.0,,
Central,SLN,157,Service Lrn:social Scien,2.0,,
Central,SLN,158,Service Lrn:social Scien,2.0,,
Central,SOC,102,Intro - American Culture,5.0,"ICS,US,IS",
Central,SOC,102,Intro to Amer Culture,5.0,"ICS,US,IS",
Central,SOC,102,Intro to American Cultur,5.0,"ICS,US,IS",
Central,SOC,150,Race & Ethnic Relations,5.0,"ICS,US",
Central,SOC,220,Sex Roles,5.0,"ICS,GS",
Central,SOC,220,Sex Roles and Society,5.0,"ICS,GS",
Central,SOC,298,Special Topics - Soc,5.0,,
Central,SOC,298,Special Topics in Soc,5.0,,
Central,SOC,299,Special Probs in Sociolo,5.0,,
Central,SOC&,101,Intro to Sociology,5.0,"CCN,ICS",
Central,SOC&,201,Social Problems,5.0,"CCN,ICS",ENGL&101
Central,SPAN,299,Indep. Study/Spanish,5.0,,
Central,SPAN,299,Independent Study - Span,5.0,,
Central,SPAN,299,Independent Study Spani,5.0,,
Central,SPAN&,121,Spanish I,5.0,"CCN,HY,VLPA",ENGL&101
