College,Department,Code,Name,Credits,Tags,Prerequisites
Central,SPAN&,122,Spanish Ii,5.0,"CCN,VLPA",SPAN&121
Central,SPAN&,123,Spanish Iii,5.0,"CCN,VLPA",SPAN&122
Central,SSC,297,Travel/Study Experience,5.0,,
Central,SURG,111,Surgical Lab,6.0,,
Central,SURG,113,Surgical Theory I,10.0,,
Central,SURG,115,Clinical Orientation,2.0,,
Central,SURG,133,Surgical Theory Iii,8.0,,
Central,SURG,135,Clinical Practice Ii,10.0,,
Central,UGR,214,Intro to Sci Research,2.0,,
Central,UGR,294,Ugr Independent Study,5.0,,
Central,WCO,110,Intro to Prof Woodwork,18.0,,
Central,WCO,110,Intro to Prof Woodworkin,18.0,,
Central,WCO,141,Res Remodel Preserve Cpy,18.0,,
Central,WCO,145,Framing Systems,9.0,LC,"WCO110,WCO120"
Central,WCO,146,Roof Systems,5.0,LC,WCO110
Central,WCO,147,Stair Systems,4.0,LC,WCO110
Central,WCO,151,Intro Cabinetmaking Fund,18.0,,
Central,WCO,153,Basic Cabinetmaking Fund,18.0,,
Central,WCO,155,Adv Cabinetmaking Arch F,18.0,,
Central,WCO,157,Independent Capstone Prt,18.0,,
Central,WCO,203,Intro to Vectorworks,3.0,,BTM098
Central,WCO,203,Intro to Vectroworks,3.0,LC,BTM098
Central,WCO,299,Special Proj/Boatbuildng,3.0,,
Central,WEB,110,Web Authoring 1,4.0,,
Central,WEB,110,Web Authoring I,4.0,,
Central,WEB,112,Typography for the Web,3.0,,
Central,WEB,114,Photoshop for the Web,3.0,,
Central,WEB,120,Web Authoring Ii,4.0,,
Central,WEB,130,Web Authoring Iii,4.0,,
Central,WEB,150,Intro to Javascript,5.0,,WEB110
Central,WEB,160,Writing for the Web,2.0,,
Central,WEB,170,Content Mgmt System,4.0,,
Central,WEB,170,Content Mgmt Systems,4.0,,
Central,WEB,170,Content Mgmt Systems: Wp,4.0,,
Central,WEB,200,Theory of Web Design,4.0,,
Central,WEB,202,User Centered Web Design,4.0,,"WEB120,WEB200"
Central,WEB,202,User Interface Design,4.0,,"WEB120,WEB200"
Central,WEB,205,Web Career Strategies,2.0,,
Central,WEB,210,Advanced Web Design,5.0,,"WEB170,WEB200"
Central,WMN,200,Intro to Women Studies,5.0,ICS,
North,ABE,031,ABE Level 3 Math,5.0,,ABE021
North,ABE,040,ABE Level 4,5.0,,ABE030
North,ABE,041,ABE Level 4 Math,5.0,,
North,ABE,042,ABE Level 4 Communication Skills,5.0,,
North,ABE,044,ABE Level 4 - Computers,5.0,,
North,ABE,049,Basic Skills Support for Professional Tech Programs,2.0,N,
North,ABE,051,Adult Secondary Education Math Level 6,5.0,,
North,ABE,054,ABE Level 5 - Computers,2.0,,
North,ABE,060,Adult Secondary Education Compass Prep,10.0,,
North,ABE,061,Adult Secondary Education Math,5.0,N,
North,ACCT,110,Introduction to Accounting/Bookkeeping I,5.0,WWW,
North,ACCT,131,QuickBooks,5.0,,"ACCT&201,ACCT110"
North,ACCT,252,Intermediate Accounting II,5.0,eL,"ACCT202,ACCT251"
North,ACCT,255,Individual Income Tax,5.0,eL,
North,ACCT,257,Business Tax Accounting,5.0,eL,ACCT&201
North,ACCT,265,Accounting for Not-For-Profit and Government Entities,5.0,eL,"ACCT&201,ACCT&202"
North,ACCT,267,Not for Profit Financial Management,5.0,eL,
North,ACCT,270,Cost Accounting,5.0,eL,ACCT&203
North,ACCT,271,Ethics in Accounting,5.0,eL,ACCT202
North,ACCT,273,Introduction to Financial Crimes,5.0,eL,ACCT200
North,ACCT&,201,Principles of Accounting I,5.0,CCN,
North,ACCT&,202,Principles of Accounting II,5.0,CCN,ACCT&201
North,ACCT&,203,Principles of Accounting III,5.0,CCN,ACCT&202
North,AD,320,Web Application Development,5.0,N,
North,AD,325,Data Structure & Algorithms,5.0,N,
North,AD,330,Professional Communication in IT,5.0,N,
North,AD,350,Database Technology,5.0,N,
North,AD,440,Cloud Computing Practicum,5.0,N,"AD&420,AD310"
North,AHE,119,Intro to Phlebotomy II,7.0,,AHE118
North,AHE,190,Emergency Medical Technician,12.0,,
North,AHE,192,Basic Life Support for Healthcare Providers,1.0,N,
North,AMA,101,Intercultural Communications in Patient Care,3.0,eL,
North,AMA,102,Medical Law and Ethics,2.0,eL,
North,AMA,117,Medical Terminology,4.0,eL,"ENGL&101,ENGL&101"
North,AMA,118,Disease and Pathology for Medical Assistants,5.0,eL,
North,AMA,230,Medical Office Management,3.0,,
North,AMA,231,Pharmacology,3.0,,
North,AMA,232,Sterile Procedures,4.0,,
North,AMA,233,Diagnostic Procedures,4.0,,
North,AMA,234,Phlebotomy for the Medical Assistant,3.0,,
North,AMA,236,Credentials and Employment,2.0,,
North,AMA,250,Medication Administration,5.0,,
North,AMA,290,Medical Assisting Externship and CMA Review,9.0,N,
North,AME,150,America's Ethnic History,5.0,"ICS,US",
North,ANTH&,204,Archaeology,5.0,"CCN,N,GS,NW",
North,ANTH&,206,Cultural Anthropology,5.0,"CCN,eL,GS,ICS",
North,ART,101,Design,5.0,"VLPA,VLPAS",
North,ART,111,Drawing,5.0,"VLPA,VLPAS",
North,ART,112,Drawing,5.0,"N,VLPA,VLPAS",ART111
North,ART,113,Drawing,5.0,"N,VLPA,VLPAS",ART112
North,ART,114,Introduction to Digital Photography I,5.0,"VLPA,VLPAS",
North,ART,121,Introduction to Printmaking,5.0,"VLPA,VLPAS",
North,ART,122,Introduction to Printmaking-Intermediate,5.0,"VLPA,VLPAS",ART121
North,ART,123,Continuing Printmaking: Monotype and Monoprint,5.0,"VLPA,VLPAS",ART122
North,ART,166,Video Art,5.0,"VLPA,VLPAS",
North,ART,201,Painting,5.0,"N,VLPA,VLPAS",
North,ART,202,Painting,5.0,"DESC,N,VLPA,VLPAS",ART201
North,ART,203,Painting,5.0,"DESC,N,VLPA,VLPAS",ART202
North,ART,210,Digital & Graphic Art/ Photoshop + Illustrator,5.0,"WWW,VLPA,VLPAS",
North,ART,211,Sculpture,5.0,"VLPA,VLPAS",
North,ART,212,Sculpture,5.0,"VLPA,VLPAS",ART211
North,ART,213,Sculpture,5.0,"VLPA,VLPAS",ART212
North,ART,214,Advanced Computer Art,5.0,"VLPA,VLPAS",ART210
North,ART,215,Digital Art & Graphic Design - Advanced,5.0,"VLPA,VLPAS",ART214
North,ART,221,Ceramic Art,5.0,"VLPA,VLPAS",
North,ART,222,Ceramic Art,5.0,"VLPA,VLPAS",ART221
North,ART,223,Ceramic Art,5.0,"VLPA,VLPAS",ART222
North,ART,251,Art History,5.0,VLPA,
North,ART,281,Jewelry Design I,5.0,"VLPA,VLPAS",
North,ART,283,Introduction to Alloying and Jewelry Casting,5.0,"VLPA,VLPAS",ART282
North,ART,290,The Art Business,5.0,"VLPA,W",
North,ART,299,Special Problems in Art,3.0,,
North,ART&,100,Art Appreciation,5.0,"CCN,VLPA",
North,ASL&,121,American Sign Language,5.0,"CCN,VLPA",
North,ASL&,122,American Sign Language II,5.0,"CCN,VLPA","ASL&121,ASL101"
North,ASL&,123,American Sign Language III,5.0,"CCN,N,VLPA","ASL&122,ASL102"
North,ASTR,201,Universe and the Origin of Life,5.0,"NW,NW-AB",
North,BIOL&,100,Survey of Biology,5.0,"CCN,DESC,NW,NW-AB,NW-L",
North,BIOL&,160,General Biology W/Lab,5.0,"CCN,NW,NW-AB,NW-L",
North,BIOL&,211,Majors Cellular,5.0,"CCN,NW,NW-AB,NW-L",
North,BIOL&,212,Majors Animal,5.0,"CCN,NW,NW-AB,NW-L",BIOL&211
North,BIOL&,241,Human a & P 1,5.0,"CCN,NW,NW-AB,NW-L","BIOL&160,CHEM&121"
North,BIOL&,242,Human a & P 2,5.0,"CCN,NW,NW-AB,NW-L",BIOL&241
North,BIOL&,260,Microbiology,5.0,"CCN,NW,NW-AB,NW-L","BIOL&241,BIOL&242,P1,P2"
North,BUS,105,Keyboarding,4.0,,
North,BUS,106,Keyboarding/Skillbuilding,3.0,,"BUS105,RECOMMEND25"
North,BUS,112,Multi-Cultural Issues in the American Workplace,5.0,,
North,BUS,114,Introduction to Marketing,5.0,,
North,BUS,115,Computational Skillbuilding,2.0,,
North,BUS,116,Business Math/Spreadsheets,5.0,,
North,BUS,118,Project Management Introduction and Overview,5.0,"DESC,eL","BUS169,BUS236,IT101"
North,BUS,119,Leadership Management Skills,3.0,eL,"BUS169,BUS236,IT101"
North,BUS,124,Excel for Business,5.0,eL,
North,BUS,151,Introduction to Entrepreneurship,3.0,"N,ARL:4139",
North,BUS,152,Entrepreneurship Product/Service Selection,5.0,"N,ARL:4142",
North,BUS,153,Entrepreneurship II,5.0,"N,ARL:4140",
North,BUS,156,Introduction to E-Business/Commerce,5.0,eL,"ENGLISH097,ENGLISH101"
North,BUS,169,Using Computers in Business I,5.0,,
North,BUS,170,Information Technology I,5.0,,
North,BUS,210,Business and Economic Statistics,5.0,,
North,BUS,215,Introduction to International Business,5.0,,
North,BUS,236,Interpersonal Communications for the Workplace,5.0,HR,
North,BUS,298,Special Topics: Business,5.0,,
North,BUS&,101,Introduction to Business,5.0,"CCN,N",
North,BUS&,201,Business Law,5.0,CCN,
North,CCE,195,Art for Young Children,3.0,,
North,CCE,261,Readings in Early Childhood Education,6.0,,
North,CHEM,256,Biochemistry II,3.0,"NW,NW-AB",CHEM255
North,CHEM&,110,Chemical Concepts W-Lab,5.0,"CCN,NW,NW-AB,NW-L",
North,CHEM&,121,Intro to Chemistry,5.0,"CCN,NW,NW-AB,NW-L","MATH098,MATH098"
North,CHEM&,131,Introduction to Organic Chemistry & Biochemistry,5.0,"CCN,NW,NW-AB,NW-L",CHEM&121
North,CHEM&,139,General Chemistry Prep,5.0,"CCN,NW,NW-AB",MATH098
North,CHEM&,161,General Chem W/Lab I,6.0,"CCN,WWW,NW,NW-AB,NW-L","CHEM&139,MATH098"
North,CHEM&,162,General Chem W/Lab II,6.0,"CCN,NW,NW-AB,NW-L",CHEM&161
North,CHEM&,163,General Chem W/Lab III,6.0,"CCN,WWW,NW,NW-AB,NW-L","CHEM&162,MATH098"
North,CHEM&,241,Organic Chem I,4.0,"CCN,NW,NW-AB",CHEM&163
North,CHEM&,242,Organic Chemistry II,4.0,"CCN,NW,NW-AB",CHEM&241
North,CHEM&,251,Organic Chemistry Lab I,4.0,"CCN,NW,NW-AB,NW-L",CHEM&241
North,CHIN&,121,Chinese I,5.0,"CCN,VLPA",
North,CMST,205,Multicultural Communication,5.0,"N,COM,US,VLPA",ENGL&101
North,CMST&,102,Introduction to Mass Media,5.0,"CCN,VLPA",ENGL&101
North,CMST&,210,Interpersonal Communication,5.0,"CCN,COM,VLPA",ENGL&101
North,CMST&,220,Public Speaking,5.0,"CCN,COM,VLPA,W",ENGL&101
North,CSC,110,Introduction to Computer Programming,5.0,,MATH098
North,CSC,111,Computers for Math and Science,5.0,eL,MATH098
North,CSC,142,Computer Programming I,5.0,,"A3,CSC110,MATH&141"
North,CSC,143,Computer Programming II,5.0,,"A3,CSC142"
North,CWE,101,"Portfolio, Job Search and Interviewing",2.0,"DESC,W",
North,CWE,110,Internship,3.0,DESC,
North,CWE,494,International Business Internship Preparation,1.0,DESC,
North,DRMA&,101,Introduction to the Theatre,5.0,"CCN,eL,US,VLPA,W",
North,ECE,315,"Language, Literacy and Communication",5.0,N,
North,ECE,420,Social and Emotional Foundations Early Learning,5.0,N,
North,ECE,430,Linguistically Diverse Learners,5.0,N,
North,ECE,450,Child Development and Assessment,5.0,N,
North,ECED&,105,Introduction to Early Childhood Education,5.0,"CCN,N",
North,ECED&,107,"Health, Safety, and Nutrition",5.0,"CCN,DESC,N",
North,ECED&,120,Practicum: Relationships,2.0,"CCN,N",
North,ECED&,132,Infants and Toddlers,3.0,"CCN,N",
North,ECED&,134,Family Child Care,3.0,"CCN,N",
North,ECED&,160,Curriculum Development,5.0,"CCN,N",
North,ECED&,190,Observing and Assessment,3.0,"CCN,N",
North,ECON,100,Survey of Economics,5.0,"eL,COM,ICS",
North,ECON&,201,Micro Economics,5.0,"CCN,ICS",MATH098
North,ECON&,202,Macro Economics,5.0,"CCN,ICS","ENGL&101,MATH098"
North,EDT,101,Emergency Department Technician Fundamentals,4.0,,
North,EDT,103,Emergency Deptartment Technician Lab Skills,4.0,,
North,EDUC,200,Peer Tutoring,2.0,,
North,EDUC&,136,School - Age Care,3.0,"CCN,N",
North,EDUC&,150,Child Eamily and Community,3.0,"CCN,N",
North,EEL,202,Industrial Motor Controls,5.0,N,
North,EET,106,Introduction to Soldering,1.0,,
North,EET,109,Mathematical Applications for Circuit Analysis,5.0,,
North,EET,114,Applied Physics,5.0,,EET109
North,EET,131,IT Essentials I - A+ Certification,5.0,,
North,EET,132,IT Essentials - A+ Certification Advanced,5.0,,
North,EET,137,Introduction to Robotics,5.0,eL,
North,EET,160,Introduction to Electricity and Electronics,5.0,,
North,EET,161,D.C. Principles of Electronics,5.0,N,
North,EET,162,A.C. Principles of Electronics,5.0,,
North,EET,165,Analog Circuits & Devices,5.0,N,
North,EET,170,Digital Electronics & PLCs I,5.0,N,
North,EET,202,Industrial Motor Control,5.0,N,
North,EET,219,Metrology,3.0,N,
North,EET,287,Biomedical Equipment II,5.0,N,
North,EET,297,Biomedical Technician Externship,4.0,,
North,ENGL,080,English Skills Shop,2.0,,
North,ENGL,097,Integrated Reading and Writing I,10.0,,
North,ENGL,098,Integrated Reading and Writing II,10.0,,
North,ENGL,099,Supporting College Writing,5.0,ARL:1275,"ENGL097,ENGL099"
North,ENGL,104,Advanced English Grammar,5.0,VLPA,ENGL&101
North,ENGL,151,Creative Writing,5.0,"COM,VLPA,W",ENGL&101
North,ENGL,152,Creative Writing,5.0,"COM,VLPA,W","ENGL&101,ENGL151"
North,ENGL,153,Creative Writing,5.0,"COM,VLPA,W",
North,ENGL,199,College Applications & Personal Statements,2.0,,
North,ENGL,299,Independent Study,2.0,,
North,ENGL&,101,English Composition I,5.0,"CCN,W","ENGL&101,ENGL097,ENGL099"
North,ENGL&,102,Composition II,5.0,"IS,CS,CCN,W",ENGL&101
North,ENGL&,235,Technical Writing,5.0,"CCN,DESC,eL,WWW,VLPA",ENGL&101
North,ENGR,240,Introduction to Numerical Methods,5.0,,"CSC110,MATH&152"
North,ENGR&,225,Mechanics of Materials,5.0,CCN,"ENGR&214,MATH&152"
North,ENVS&,100,Survey of Environmental Science,5.0,"CCN,GS,ICS,NW",
North,ENVS&,101,Intro to Environmental Science W/Lab,5.0,"CCN,GS,ICS,NW-L",ENGL&101
North,ESL,010,ESL Level 1,10.0,,
North,ESL,011,English as a Second Language-Level 1A,10.0,,
North,ESL,012,English as a Second Language-Level 1B,10.0,,
North,ESL,013,English as a Second Language-Level 1C,10.0,,
North,ESL,015,Basic Literacy for ESL 1,5.0,,"ESL011,OR012"
North,ESL,016,ESL Speaking and Listening 1,5.0,,LEVEL1
North,ESL,020,ESL - Level 2,10.0,,"ESL010,ESL012"
North,ESL,021,ESL Level 2A,10.0,,ESL013
North,ESL,022,ESL Level 2B,10.0,,ESL021
North,ESL,026,ESL Speaking and Listening 2,5.0,,LEVEL2
North,ESL,027,Introduction to Computer Assisted Language Learning,5.0,,
North,ESL,030,ESL - Level 3,10.0,N,"ESL020,ESL022"
North,ESL,031,ESL Level 3A,10.0,,ESL022
North,ESL,032,ESL Level 3B,10.0,,ESL031
North,ESL,036,ESL Speaking and Listening 3,5.0,,LEVEL3
North,ESL,037,Beginning Computer Assisted Language Learning,3.0,N,LEVEL2
North,ESL,039,Vocational ESL 3,18.0,,
North,ESL,040,ESL - Level 4,10.0,,"ESL030,ESL032"
North,ESL,041,ESL Level 4A,10.0,,ESL032
North,ESL,042,ESL Level 4B,10.0,,ESL041
North,ESL,046,ESL Speaking and Listening 4,5.0,DESC,LEVEL4
North,ESL,047,Intermediate Computer Literacy for ESL,5.0,,ESL037
North,ESL,051,ESL Level 5A,10.0,,ESL042
North,ESL,052,ESL Level 5B,10.0,,ESL051
North,ESL,056,ESL Speaking and Listening 5,5.0,,LEVEL5
North,ESL,057,Advanced Computer Assisted Language Learning,5.0,,ESL047
North,ESL,059,Vocational ESL,5.0,,
North,ESL,061,ESL Level 6A,10.0,,ESL052
North,ESL,062,ESL Level 6B,10.0,,ESL061
North,ESL,066,ESL Speaking and Listening 6,2.0,,LEVEL6
North,ESL,069,Vocational ESL,2.0,N,
North,ESL,078,Advanced English Pronunciation 2,2.0,N,ESL041
North,ESL,083,Strategic Learning in a Content Area,3.0,N,
North,FAM,181,STAR Parenting,5.0,eL,
North,FAM,184,Understanding Children,5.0,eL,
North,FAM,197,Parent Education Special Topics - See Item Number for Specific Course Information,2.0,"DESC,N",
North,FRCH&,121,French I,5.0,"CCN,VLPA",
North,FRCH&,122,French II,5.0,"CCN,VLPA",FRCH&121
North,GED,051,Basic GED Preparation Math Level 5,5.0,N,
North,GED,052,Basic GED Preparation Communication Level 5,2.0,N,
North,GEOL,106,Dinosaurs,5.0,"eL,NW,NW-AB",
North,GEOL,111,Geology Field Day,1.0,"DESC,N,NW,NW-AB,NW-L",
North,GEOL&,101,Physical Geology,5.0,"CCN,eL,NW,NW-AB,NW-L",
North,GEOL&,110,Environmental Geology,5.0,"CCN,NW,NW-AB,NW-L",
North,GERM&,121,German I,5.0,"CCN,VLPA",
North,GERM&,122,German II,5.0,"CCN,N,VLPA",GERM&121
North,HDC,100,Career Planning and Personal Evaluation,2.0,,
North,HEA,150,Health and Human Sexuality,5.0,"NW,NW-AB",
North,HIN,121,Watch Technology II-Professional Knowledge,6.0,,
North,HIN,122,Watch Technology II-The Watchmakers Lathe,6.0,,
North,HIN,123,Watch Technology II-Practicum,10.0,,
North,HIN,221,Watch Technology VI-Precision Timing 2,6.0,,"HIN211,HIN213"
North,HIN,222,Watch Technology VI-Automatic Watches,6.0,,"HIN211,HIN213"
North,HIN,223,Watch Technology VI-Practicum,10.0,,"HIN211,HIN213"
North,HIST,150,Multicultural Experiences in U.S. History,5.0,"IS,CS,ICS,US",
North,HIST&,146,US History I : To 1800,5.0,"CCN,ICS,US",
North,HIST&,147,US History II: 1800-1900,5.0,"CCN,ICS,US",
North,HIST&,148,US History III: 1900 to Present,5.0,"CCN,eL,ICS,US",
North,HIST&,214,Pacific NW History,5.0,"CCN,ICS,US",ENGL&101
North,HSC,045,Physical Education Portfolio,1.0,,
North,HSC,047,Washington State History/Government Portfolio,5.0,,
North,HSC,048,Occupational Education Portfolio,3.0,,
North,HSC,049,Contemporary World Problems Portfolio,5.0,,
North,HUM,110,Introduction to Film,5.0,"eL,VLPA",
North,HUM,140,Transnational Cinema,5.0,"IS,CS,GS,VLPA",
North,HUM,200,Reading the Media,5.0,"IS,CS,COM,US,VLPA",ENGL&101
North,HVC,210,Cooling and Heating 1,5.0,,HVC101
North,HVC,211,Essentials of HVAC,5.0,,HVC101
North,HVC,212,Essentials of HVAC,5.0,,HVC211
North,HVC,220,Green HVAC,3.0,,HVC101
North,HVC,226,HVAC Electronics & Control Systems,5.0,,
North,HVC,228,Energy Performance for the Field Technician,5.0,,
North,IBN,302,International Marketing,5.0,,
North,IBN,311,International Business Law,3.0,N,"BUS&201,BUS200"
North,IBN,402,Management of Information Systems,5.0,,
North,IBN,420,Global Business Strategy,5.0,,
North,IEP,011,Grammar/Writing 1,10.0,ARL:8901,
North,IEP,012,Reading/Vocabulary 1,5.0,ARL:8902,
North,IEP,013,Listen/Speak/Pronunciation 1,5.0,ARL:8903,
North,IEP,021,Grammar/Writing 2,10.0,ARL:8901,
North,IEP,022,Reading/Vocabulary 2,5.0,ARL:8902,
North,IEP,023,Listen/Speak/Pronunciation 2,5.0,ARL:8903,
North,IEP,031,Grammar/Writing 3,10.0,ARL:8901,
North,IEP,032,Reading/Vocabulary 3,5.0,ARL:8902,
North,IEP,033,Listen/Speak/Pronunciation 3,5.0,ARL:8903,
North,IEP,041,Grammar/Writing 4,10.0,ARL:8901,
North,IEP,042,Reading/Vocabulary 4,5.0,ARL:8902,
North,IEP,043,Listen/Speak/Pronunciation 4,5.0,ARL:8903,
North,IEP,051,Grammar/Writing 5,10.0,ARL:8901,
North,IEP,052,Reading/Vocabulary 5,5.0,ARL:8902,
North,IEP,053,Listen/Speak/Pronunciation 5,5.0,ARL:8903,
North,IEP,061,Writing for College,10.0,ARL:8901,
North,IEP,062,College Reading,5.0,ARL:8902,
North,IEP,063,Academic Lectures,5.0,ARL:8903,
North,IT,102,Introduction to Programming,5.0,DESC,
North,IT,109,Itil Foundation Certification Preparation,1.0,,EET131
North,IT,111,Internet and Web Authoring,5.0,eL,
North,IT,120,Network Essentials - Comptia Network +,5.0,"DESC,eL",EET131
North,IT,122,Network Operating System 1,5.0,eL,
North,IT,124,Network Operating System 2,5.0,"DESC,eL",IT122
North,IT,125,Using Structured Query Language & SQL Server,5.0,N,
North,IT,126,Network Operating System 3,5.0,"DESC,eL",
North,IT,140,Unix Shell Scripts With Perl,5.0,,
North,IT,142,Network Management - CISCO I,5.0,N,"EET131,IT122"
North,IT,144,Network Management - CISCO II,5.0,N,
North,IT,150,IT Systems Security +,5.0,eL,
North,IT,220,Desktop Management & Virtualization,5.0,N,
North,IT,298,Special Projects for Lan,5.0,,
North,JAPN&,121,Japanese I,5.0,"CCN,VLPA",
North,JAPN&,122,Japanese II,5.0,"CCN,VLPA","JAPN&121,JPN101"
North,MATH,080,Preparatory Mathematics,5.0,,
North,MATH,081,Basic Math Skills,5.0,,
North,MATH,084,Algebra I,5.0,,MATH081
North,MATH,085,Algebra II,5.0,,
North,MATH,089,Math Independent Study,1.0,,
North,MATH,090,Mathematical Modules,2.0,eL,
North,MATH,097,Elementary Algebra,5.0,,
North,MATH,098,Intermediate Algebra,5.0,,
North,MATH,116,"Appl. Math to Mgt., Life & Social Sciences",5.0,QSR,
North,MATH,220,Linear Algebra,5.0,QSR,"MATH&153,MATH&163"
North,MATH,224,Vector Calculus,5.0,"N,QSR",
North,MATH,238,Differential Equations,5.0,"DESC,WWW,QSR",
North,MATH&,107,Math in Society,5.0,"CCN,QSR",
North,MATH&,141,Precalculus I,5.0,"CCN,QSR",MATH098
North,MATH&,142,Precalculus II,5.0,"CCN,QSR",
North,MATH&,146,Introduction to Statistics,5.0,"CCN,QSR",MATH098
North,MATH&,148,Business Calculus,5.0,"CCN,QSR",
North,MATH&,151,Calculus I,5.0,"CCN,QSR",
North,MATH&,152,Calculus II,5.0,"CCN,QSR",MATH&151
North,MATH&,163,Calculus 3,5.0,"CCN,QSR",
North,MUSC,110,Introduction to World Music,5.0,"GS,VLPA",
North,MUSC,113,Music in the United States,5.0,"eL,US,VLPA",
North,MUSC,125,Fundamentals of Music,5.0,VLPA,
North,MUSC,130,Individual Instruction: Series,2.0,"IND,VLPA,VLPAS",
North,MUSC,134,Individual Instruction: Woodwinds,2.0,"IND,VLPA",
North,MUSC,135,Individual Instruction: Percussion,2.0,"IND,VLPA",
North,MUSC,138,Individual Instruction: Guitar,2.0,"IND,VLPA",
North,MUSC,139,Individual Instruction: Harp,2.0,"IND,VLPA",
North,MUSC,140,College Choir,5.0,"VLPA,VLPAS",
North,MUSC,154,Symphonic Band,2.0,N,
North,MUSC,171,Individual Instruction - Piano,2.0,"IND,VLPA,VLPAS",
North,MUSC,172,Individual Instruction: Strings,2.0,"IND,VLPA,VLPAS",
North,MUSC,173,Individual Instruction: Brass,2.0,"IND,VLPA,VLPAS",
North,MUSC,204,History of Jazz,5.0,"N,US,VLPA",
North,NANO,220,Micro Nanofabrication,5.0,,NANO101
North,NUR,105,CPR and First Aid for Healthcare Providers,2.0,,
North,NUR,107,Nursing Assistant - Theory and Concepts,8.0,,
North,NUR,109,Nursing Assistant - Lab and Clinical Experience,4.0,,
North,NUR,118,Clinical Nursing Skills I,2.0,,
North,NUR,127,Medical/Surgical Nursing - Child/Adult I,6.5,,
North,NUR,131,Clinical Nursing Practice I,3.5,,
North,NUR,155,Special Topics - Adult Family Home,5.0,,
North,NUR,223,Advanced Nursing Skills,2.0,,
North,NUR,225,Family Nursing,6.0,,
North,NUR,227,Complex Medical/Surgical-Psychiatric Nursing,7.0,,
North,NUR,228,Complex Nursing Med/Surg-Psych Clinical Practice,5.0,,
North,NUR,231,Family Nursing Clinical Practice,4.0,,
North,NUTR&,101,Nutrition,5.0,"CCN,NW",ENGL&101
North,OCEA&,100,Introduction to Oceanography,5.0,"CCN,eL",
North,PEC,104,Beginning Martial Arts,2.0,,
North,PEC,105,Intermediate Martial Arts,2.0,,
North,PEC,106,Advanced Martial Arts,2.0,,
North,PEC,131,Beginning Weight Training,2.0,,
North,PEC,132,Intermediate Weight Training,2.0,,
North,PEC,136,Yoga,2.0,,
North,PEC,139,Yoga Pilates,2.0,DESC,
North,PEC,150,Beginning Physical Fitness,2.0,,
North,PEC,151,Intermediate Physical Fitness,2.0,,
North,PEC,155,First Aid and Personal Safety,3.0,,
North,PEC,165,Body Conditioning,2.0,DESC,
North,PEC,170,Intro to Jazz Dance,2.0,,
North,PEC,179,Dance Fusion,2.0,,
North,PEC,299,Independent Fitness,2.0,,
North,PHA,130,Over-The-Counter Drugs,2.0,,
North,PHA,140,Sterile Products and Aseptic Technique I,3.0,,
North,PHA,145,Pharmacy Ethics,1.0,,
North,PHA,146,Communications in Pharmacy Practice,2.0,,
North,PHA,150,Pharmacology I,3.0,,
North,PHA,160,Pharmacy Technology I,3.0,,
North,PHA,190,Pharmacy Technician Externship,13.0,,
North,PHA,191,Job Skills & National Exam Prep,1.0,,
North,PHIL,110,Introduction to Social Ethics,5.0,"DESC,eL,WWW,ICS",
North,PHIL,220,Environmental & Human Rights,5.0,"IS,CS,ICS",
North,PHIL&,101,Intro to Philosophy,5.0,"CCN,DESC,WWW,ICS",
North,PHIL&,120,Symbolic Logic,5.0,"CCN,DESC,eL,WWW,NW,QSR",
North,PHYS&,114,General Physics I With Lab,5.0,"CCN,NW,NW-AB,NW-L",MATH098
North,PHYS&,115,General Physics II With Lab,5.0,"CCN,DESC,N,WWW,NW,NW-AB,NW-L",PHYS&114
North,PHYS&,116,General Physics III With Lab,5.0,"CCN,NW,NW-AB,NW-L",
North,PHYS&,221,Engineering Physics I,5.0,"CCN,NW,NW-AB,NW-L",MATH&151
North,PHYS&,222,Engineering Physics II,5.0,"CCN,NW,NW-AB,NW-L","MATH&152,PHYS&221"
North,PHYS&,223,Engineering Physics III,5.0,"CCN,NW,NW-AB,NW-L","MATH&152,PHYS&222"
North,POLS&,101,Intro to Political Science,5.0,"CCN,eL,ICS",
North,POLS&,202,American Government,5.0,"CCN,ICS",
North,POLS&,203,International Relations,5.0,"CCN,N,GS,ICS",
North,PSYC,209,Fundamentals of Psychological Research,5.0,ICS,PSYC&100
North,PSYC,210,Personality & Individual Differences,5.0,"N,ICS",
North,PSYC,222,Survey of Physiological Psychology,5.0,NW,"BIOL&160,ENGL&101,PSYC&100"
North,PSYC,230,Human Sexuality,5.0,"eL,ICS",
North,PSYC&,100,General Psychology,5.0,"CCN,ICS",
North,PSYC&,200,Lifespan Psychology,5.0,"CCN,ICS,US",PSYC&100
North,RES,100,Real Estate Fundamentals,5.0,eL,
North,RES,106,Real Estate Fraud,1.0,,
North,RES,120,RE Principles of Maintenance & Repair,1.5,N,
North,RES,125,Application of Real Estate Math,2.0,N,
North,RES,130,Green Real Estate,3.0,eL,
North,RES,140,Real Estate Sales & Practice,3.0,eL,
North,RES,150,Residential Sales & Leasing Documentation,1.5,,"OR210,OR6,RES100"
North,RES,170,Real Estate Law,3.0,N,
North,RES,177,Real Estate Taxes,1.5,N,
North,RES,180,Basic Appraisal Principles,3.0,eL,
North,RES,183,Basic Appraisal Procedures,3.0,N,
North,RES,203,Property Management-Commercial,3.0,N,
North,RES,210,Residential Property Investments,3.0,,
